MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,Age_House,Age_Renovation,Garage_age,TotalSF
RL,83.794,10020,1,1,0,Low,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1Story,1,0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,1,BrkTil,1,3,1,1,350.0,6,0.0,333.0,683.0,GasA,2,0,FuseA,904,0,0,904,1.0,0.0,0,1,1,1,1,4,0,0,3,None,1,0.0,0.0,3,2,0,0,0,0,0,3,4,None,0,3,WD,Normal,61000.0,98,70,98.0,1587.0
RL,57.0,8846,1,1,0,Lvl,AllPub,CulDSac,0,CollgCr,Norm,Norm,1Fam,SFoyer,5,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,2,298.0,6,0.0,572.0,870.0,GasA,0,1,SBrkr,914,0,0,914,0.0,0.0,1,0,2,1,3,5,6,0,3,Detchd,3,2.0,576.0,5,2,0,0,0,0,0,3,4,None,0,0,WD,Normal,148000.0,24,24,22.0,1784.0
FV,102.0,11143,1,1,0,Lvl,AllPub,Corner,0,Somerst,Norm,Norm,1Fam,2Story,8,4,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,4,PConc,2,4,3,6,0.0,6,0.0,1580.0,1580.0,GasA,0,1,SBrkr,1580,886,0,2466,0.0,0.0,3,0,4,1,2,8,6,1,2,Attchd,2,2.0,610.0,5,2,159,214,0,0,0,3,4,None,0,1,WD,Normal,340000.0,16,15,16.0,4046.0
RL,88.0,11394,1,1,3,Lvl,AllPub,Corner,0,StoneBr,Norm,Norm,1Fam,1Story,9,1,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,2,4,PConc,0,4,0,2,1445.0,6,0.0,411.0,1856.0,GasA,0,1,SBrkr,1856,0,0,1856,1.0,0.0,1,1,1,1,0,8,6,1,0,Attchd,0,3.0,834.0,5,2,113,0,0,0,0,3,4,None,0,4,New,Partial,394432.0,10,10,10.0,3712.0
RL,60.0,8123,1,1,0,Lvl,AllPub,Inside,0,Gilbert,RRAn,Norm,1Fam,2Story,6,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,3,4,PConc,2,4,3,6,0.0,6,0.0,982.0,982.0,GasA,0,1,SBrkr,1007,793,0,1800,0.0,0.0,2,1,3,1,3,7,6,1,5,Attchd,0,2.0,463.0,5,2,100,63,0,0,0,3,4,None,0,3,WD,Normal,179000.0,20,20,20.0,2782.0
RL,50.0,5000,1,2,3,Lvl,AllPub,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,4,BrkTil,4,4,3,3,218.0,6,0.0,808.0,1026.0,GasA,4,1,SBrkr,1026,665,0,1691,0.0,0.0,2,0,3,1,2,6,6,1,2,Detchd,3,1.0,308.0,5,2,0,0,242,0,0,3,4,None,0,4,WD,Normal,127000.0,96,70,96.0,2717.0
FV,60.0,7200,1,2,3,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,1Story,7,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,1,3,6,0.0,6,0.0,1293.0,1293.0,GasA,0,1,SBrkr,1301,0,0,1301,1.0,0.0,2,0,2,1,2,5,6,1,2,Attchd,2,2.0,572.0,5,2,216,121,0,0,0,3,4,None,0,0,New,Partial,187750.0,14,14,14.0,2594.0
RL,79.0,9245,1,1,0,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,6,0.0,6,0.0,939.0,939.0,GasA,0,1,SBrkr,939,858,0,1797,0.0,0.0,2,1,3,1,2,8,6,0,3,Attchd,2,2.0,639.0,5,2,144,53,0,0,0,3,4,None,0,1,WD,Normal,213500.0,14,14,14.0,2736.0
RH,60.0,9000,1,1,3,Lvl,AllPub,Corner,0,SawyerW,Norm,Norm,1Fam,1.5Unf,6,2,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,1,0,3,6,0.0,6,0.0,784.0,784.0,GasA,4,0,FuseA,784,0,0,784,0.0,0.0,1,0,2,1,3,5,6,0,3,Detchd,3,2.0,360.0,1,0,0,0,91,0,0,3,4,None,0,3,WD,Normal,76000.0,92,70,70.0,1568.0
RL,150.504,53107,1,1,1,Low,AllPub,Corner,1,ClearCr,Feedr,Norm,1Fam,2Story,6,4,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,4,PConc,2,4,0,2,985.0,6,0.0,595.0,1580.0,GasA,0,1,SBrkr,1079,874,0,1953,1.0,0.0,2,1,3,1,2,9,6,2,1,Attchd,0,2.0,501.0,5,2,216,231,0,0,0,3,4,None,0,1,WD,Normal,240000.0,28,28,28.0,3533.0
RL,43.0,3182,1,1,3,Lvl,AllPub,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,8,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,2,4,PConc,2,4,3,2,24.0,6,0.0,1232.0,1256.0,GasA,0,1,SBrkr,1269,0,0,1269,0.0,0.0,2,0,2,1,2,6,6,1,5,Attchd,0,2.0,430.0,5,2,146,20,0,0,144,3,4,None,0,4,WD,Normal,192000.0,16,15,16.0,2525.0
RL,58.0,8410,1,1,3,Lvl,AllPub,FR2,0,Edwards,Feedr,Norm,1Fam,1.5Fin,5,2,Gambrel,CompShg,Wd Sdng,VinylSd,None,0.0,3,1,PConc,4,4,3,6,0.0,6,0.0,658.0,658.0,GasA,4,1,SBrkr,658,526,0,1184,0.0,0.0,1,0,5,1,3,8,6,0,3,None,1,0.0,0.0,3,0,0,151,0,0,0,3,4,None,0,0,WD,AdjLand,81000.0,110,24,110.0,1842.0
RL,72.0,7200,1,1,3,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,SLvl,6,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,3,4,CBlock,4,4,0,0,631.0,6,0.0,410.0,1041.0,GasA,0,1,SBrkr,1125,0,0,1125,1.0,0.0,1,0,3,1,3,6,6,1,1,Detchd,3,1.0,352.0,5,2,296,0,0,0,0,3,1,None,0,3,WD,Abnorml,125000.0,44,44,43.0,2166.0
RL,93.0,9382,1,1,0,Lvl,AllPub,CulDSac,0,CollgCr,Norm,Norm,1Fam,1Story,7,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,2,4,PConc,2,4,3,6,0.0,6,0.0,1468.0,1468.0,GasA,0,1,SBrkr,1479,0,0,1479,0.0,0.0,2,0,3,1,2,6,6,0,3,Attchd,2,2.0,577.0,5,2,120,25,0,0,0,3,4,None,0,2,WD,Normal,191000.0,21,20,21.0,2947.0
RL,96.0,12474,1,1,3,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,10,4,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,0,4,PConc,0,4,0,2,1280.0,6,0.0,402.0,1682.0,GasA,0,1,SBrkr,1742,590,0,2332,1.0,0.0,2,1,3,1,0,9,6,1,0,BuiltIn,0,3.0,846.0,5,2,196,134,0,0,0,3,4,None,0,2,New,Partial,426000.0,13,12,12.0,4014.0
RL,50.0,8405,1,0,3,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,1,3,5,241.0,1,391.0,229.0,861.0,GasA,0,1,SBrkr,961,406,0,1367,1.0,0.0,1,0,4,1,3,7,6,0,3,Detchd,3,1.0,384.0,5,2,0,130,112,0,0,3,2,None,0,2,WD,Normal,119000.0,120,70,42.0,2228.0
RL,71.0,12209,1,1,0,Lvl,AllPub,CulDSac,0,Mitchel,Norm,Norm,1Fam,2Story,6,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,0,4,3,0,690.0,6,0.0,114.0,804.0,GasA,0,1,SBrkr,804,1157,0,1961,1.0,0.0,2,1,3,1,2,7,6,1,5,BuiltIn,0,2.0,560.0,5,2,125,192,0,0,0,3,4,None,0,3,WD,Normal,215000.0,19,18,19.0,2765.0
RL,68.29737301587302,8339,1,1,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,Slab,3,2,4,4,0.0,4,0.0,0.0,0.0,GasA,4,1,SBrkr,882,0,0,882,0.0,0.0,1,0,3,1,3,5,6,0,3,Attchd,2,1.0,294.0,5,2,0,0,0,0,0,3,2,Shed,1200,1,WD,Normal,106500.0,61,61,61.0,882.0
RL,65.456,7446,1,1,3,Lvl,AllPub,Corner,0,BrkSide,Feedr,Norm,1Fam,1Story,4,4,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,4,CBlock,4,4,3,5,266.0,6,0.0,522.0,788.0,GasA,4,1,FuseA,788,0,0,788,0.0,0.0,1,0,2,1,3,4,6,2,5,None,1,0.0,0.0,3,2,0,0,0,0,0,3,1,None,0,0,WD,Abnorml,100000.0,79,70,79.0,1576.0
RL,60.0,10134,1,1,3,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,6,0.0,6,0.0,735.0,735.0,GasA,2,1,FuseA,735,299,0,1034,0.0,0.0,1,0,2,1,3,5,6,0,3,Detchd,3,1.0,240.0,5,2,0,39,0,0,0,3,4,None,0,1,WD,Normal,109000.0,80,70,80.0,1769.0
RL,68.0,9571,1,1,3,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,0,1,739.0,6,0.0,405.0,1144.0,GasA,4,1,SBrkr,1144,0,0,1144,1.0,0.0,1,0,3,1,3,6,6,0,3,Attchd,3,1.0,596.0,5,2,44,0,0,0,0,3,4,None,0,4,WD,Normal,129000.0,64,64,64.0,2288.0
RL,60.0,7200,1,1,3,Low,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,0,5,777.0,6,0.0,117.0,894.0,GasA,4,1,SBrkr,894,0,0,894,0.0,0.0,1,0,2,1,3,6,6,0,3,Detchd,2,2.0,600.0,5,2,215,0,0,0,0,3,4,None,0,3,WD,Normal,123000.0,48,48,35.0,1788.0
RL,69.0,7590,1,1,3,Lvl,AllPub,Inside,0,NAmes,PosN,Norm,1Fam,2Story,5,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,3,4,CBlock,4,4,3,0,540.0,6,0.0,324.0,864.0,GasA,4,1,SBrkr,876,936,0,1812,0.0,0.0,2,0,4,1,3,8,6,1,5,Attchd,2,1.0,264.0,5,2,0,168,0,0,0,3,4,None,0,1,WD,Normal,169500.0,58,58,58.0,2676.0
RM,60.0,8967,1,1,3,Lvl,AllPub,Corner,0,IDOTRR,Norm,Norm,1Fam,1Story,5,1,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,1,BrkTil,1,3,3,6,0.0,6,0.0,961.0,961.0,GasA,2,1,Mix,1077,0,0,1077,0.0,0.0,1,0,2,1,3,6,1,0,3,Detchd,3,1.0,338.0,4,0,0,0,0,0,0,3,4,None,0,1,WD,Abnorml,67000.0,100,70,100.0,2038.0
FV,65.0,8125,1,1,3,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,2,4,PConc,2,4,3,2,812.0,6,0.0,280.0,1092.0,GasA,0,1,SBrkr,1112,438,0,1550,1.0,0.0,2,0,2,1,2,7,6,0,3,Attchd,0,2.0,438.0,5,2,0,168,0,0,0,3,4,None,0,3,WD,Normal,241000.0,14,13,13.0,2642.0
RL,38.0,14963,1,1,1,Lvl,AllPub,Inside,0,Veenker,Norm,Norm,TwnhsE,1Story,8,4,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,4,PConc,2,4,3,2,786.0,6,0.0,474.0,1260.0,GasA,0,1,SBrkr,1288,0,0,1288,1.0,0.0,1,1,1,1,0,4,6,2,2,Attchd,0,2.0,500.0,5,2,120,30,0,0,224,3,4,None,0,2,WD,Normal,245500.0,24,24,24.0,2548.0
RL,65.0,8767,1,1,0,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,2,24.0,6,0.0,1286.0,1310.0,GasA,0,1,SBrkr,1310,0,0,1310,0.0,0.0,2,0,3,1,2,6,6,1,2,Attchd,0,2.0,400.0,5,2,0,0,0,0,0,3,4,None,0,0,New,Partial,164990.0,15,15,15.0,2620.0
RL,60.0,10200,1,1,3,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,4,4,3,6,0.0,6,0.0,672.0,672.0,GasA,0,1,SBrkr,672,0,0,672,0.0,0.0,1,0,2,1,3,4,6,0,3,Detchd,3,1.0,240.0,5,0,168,0,0,0,0,3,0,None,0,2,WD,Normal,108000.0,80,23,80.0,1344.0
RL,93.0,12090,1,1,3,Lvl,AllPub,Corner,0,NoRidge,Norm,Norm,1Fam,2Story,8,4,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,2,4,PConc,2,4,3,6,0.0,6,0.0,1141.0,1141.0,GasA,2,1,SBrkr,1165,1098,0,2263,0.0,0.0,2,1,4,1,2,10,6,1,5,BuiltIn,0,2.0,420.0,5,2,144,123,0,0,0,3,4,None,0,0,WD,Abnorml,258000.0,22,22,22.0,3404.0
RL,82.918,10364,1,1,0,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,2,4,3,6,0.0,6,0.0,806.0,806.0,GasA,2,1,SBrkr,806,766,0,1572,0.0,0.0,2,1,3,1,3,7,6,1,5,BuiltIn,0,2.0,373.0,5,2,0,40,0,0,0,3,4,None,0,1,WD,Normal,168000.0,25,24,25.0,2378.0
RL,80.162,9991,1,1,0,Lvl,AllPub,Corner,0,Sawyer,Feedr,Norm,1Fam,1Story,4,3,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,4,4,3,1,1116.0,6,0.0,165.0,1281.0,GasA,0,1,SBrkr,1620,0,0,1620,1.0,0.0,2,0,3,1,3,8,2,1,5,Attchd,3,2.0,490.0,5,2,120,78,0,0,0,3,1,None,0,3,WD,Normal,150000.0,44,27,27.0,2901.0
RL,51.0,10480,1,1,3,Lvl,AllPub,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,4,3,6,0.0,6,0.0,1064.0,1064.0,GasA,0,1,FuseA,1166,0,473,1639,0.0,0.0,1,0,3,1,3,6,1,0,3,Detchd,3,1.0,240.0,5,2,0,0,0,0,0,3,4,None,0,2,WD,Normal,115000.0,84,70,84.0,2230.0
RL,63.0,15576,1,1,3,Lvl,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,4,BrkTil,2,4,3,6,0.0,6,0.0,840.0,840.0,GasA,0,1,SBrkr,840,840,0,1680,0.0,0.0,2,0,4,1,3,8,6,0,3,Attchd,3,1.0,308.0,5,2,0,0,160,0,0,3,4,None,0,2,WD,Normal,177000.0,105,44,60.0,2520.0
RL,109.0,14154,1,1,3,Lvl,AllPub,Corner,0,NridgHt,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,2,4,PConc,0,1,3,6,0.0,6,0.0,1063.0,1063.0,GasA,0,1,SBrkr,1071,1101,0,2172,0.0,0.0,2,1,3,1,2,9,6,1,2,Attchd,2,3.0,947.0,5,2,192,62,0,0,0,3,4,None,0,1,New,Partial,280000.0,14,14,14.0,3235.0
FV,85.0,10800,1,1,3,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,8,4,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,2,4,PConc,0,4,3,2,789.0,6,0.0,245.0,1034.0,GasA,0,1,SBrkr,1050,1028,0,2078,1.0,0.0,2,1,3,1,0,8,6,1,2,Attchd,0,3.0,836.0,5,2,0,102,0,0,0,3,4,None,0,2,New,Partial,339750.0,13,12,12.0,3112.0
RL,68.0,9571,1,1,3,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1Story,5,2,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,3,1,CBlock,4,0,3,6,0.0,6,0.0,1276.0,1276.0,GasA,4,1,FuseA,1276,0,0,1276,0.0,0.0,1,0,3,1,3,5,4,0,3,Attchd,3,1.0,350.0,5,2,0,0,0,0,0,3,4,None,0,3,COD,Abnorml,60000.0,62,62,62.0,2552.0
RL,100.0,34650,1,1,3,Bnk,AllPub,Inside,0,Gilbert,Norm,Norm,2fmCon,1Story,5,4,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,2,5,1056.0,6,0.0,0.0,1056.0,GasA,4,0,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,3,5,6,0,3,Attchd,0,2.0,572.0,5,2,264,0,0,0,0,3,4,None,0,0,WD,Normal,145000.0,65,65,65.0,2112.0
FV,47.3936,4403,1,1,1,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,1Story,7,4,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,0,4,PConc,0,4,0,2,578.0,6,0.0,892.0,1470.0,GasA,0,1,SBrkr,1478,0,0,1478,1.0,0.0,2,1,2,1,2,7,6,1,2,Attchd,0,2.0,484.0,5,2,0,144,0,0,0,3,4,None,0,4,New,Partial,222000.0,11,11,11.0,2948.0
RM,56.0,8960,1,0,3,Lvl,AllPub,Inside,0,OldTown,Artery,Norm,1Fam,1Story,5,5,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,4,CBlock,4,4,3,6,0.0,6,0.0,1008.0,1008.0,GasA,2,1,FuseA,1028,0,0,1028,0.0,0.0,1,0,2,1,3,5,6,1,2,Detchd,3,2.0,360.0,5,2,0,0,130,0,0,3,4,None,0,4,WD,Normal,115000.0,93,70,93.0,2036.0
RL,59.0,11228,1,1,1,Lvl,AllPub,CulDSac,0,SawyerW,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,1,50.0,2,531.0,499.0,1080.0,GasA,0,1,SBrkr,1080,1017,0,2097,0.0,1.0,2,1,3,1,2,9,6,1,5,Attchd,3,3.0,678.0,5,2,196,187,0,0,0,3,4,None,0,2,WD,Normal,228000.0,27,27,27.0,3177.0
RL,73.0,8899,1,1,0,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,1Story,7,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,2,24.0,6,0.0,1316.0,1340.0,GasA,0,1,SBrkr,1340,0,0,1340,0.0,0.0,2,0,3,1,2,6,6,0,3,Attchd,0,2.0,396.0,5,2,100,30,0,0,0,3,4,None,0,1,New,Partial,181134.0,13,13,13.0,2680.0
RL,74.0,7844,1,1,3,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,1Fam,2Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,4,CBlock,4,4,3,0,209.0,6,0.0,463.0,672.0,GasA,4,1,SBrkr,672,728,0,1400,0.0,0.0,1,1,3,1,3,6,6,1,5,Attchd,0,2.0,440.0,5,2,0,0,0,0,0,3,4,None,0,0,WD,Normal,149500.0,42,42,42.0,2072.0
RL,86.0,22420,1,1,0,Lvl,AllPub,Inside,0,Crawfor,Feedr,Norm,1Fam,2Story,6,5,Hip,CompShg,Wd Sdng,Stucco,None,0.0,3,4,BrkTil,2,4,3,1,1128.0,6,0.0,242.0,1370.0,GasW,4,0,FuseA,1370,1254,0,2624,1.0,0.0,2,1,4,1,3,10,6,1,2,Detchd,3,3.0,864.0,5,0,0,0,0,0,0,3,4,None,0,1,WD,Normal,239000.0,102,70,102.0,3994.0
RL,60.0,8160,1,1,3,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,4,3,0,312.0,6,0.0,444.0,756.0,GasA,1,0,FuseF,756,378,0,1134,1.0,0.0,1,1,3,1,3,7,6,0,3,Detchd,3,1.0,240.0,5,1,0,0,0,0,0,3,4,None,0,1,WD,AdjLand,126000.0,80,70,80.0,1890.0
RL,65.0,8450,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,3,1,775.0,6,0.0,281.0,1056.0,GasA,0,1,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,3,6,6,1,1,Attchd,3,1.0,304.0,5,2,0,85,184,0,0,3,4,None,0,4,WD,Normal,142000.0,52,52,52.0,2112.0
RM,78.0,7060,1,1,3,Lvl,AllPub,Inside,0,Mitchel,Norm,Norm,Duplex,SFoyer,7,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,3,2,PConc,2,1,1,2,1309.0,6,0.0,35.0,1344.0,GasA,0,1,SBrkr,1344,0,0,1344,2.0,0.0,2,0,2,2,3,8,6,0,3,Attchd,0,4.0,784.0,5,2,0,0,0,0,0,3,4,None,0,2,WD,Alloca,206300.0,23,22,23.0,2688.0
RL,81.966,16635,1,1,0,Lvl,AllPub,FR2,0,NWAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,2,4,CBlock,2,4,3,0,1246.0,6,0.0,356.0,1602.0,GasA,2,1,SBrkr,1602,0,0,1602,0.0,1.0,2,0,3,1,2,8,6,1,5,Attchd,0,2.0,529.0,5,2,240,0,0,0,0,3,4,None,0,3,WD,Normal,215000.0,43,20,43.0,3204.0
RL,100.0,21750,1,1,3,HLS,AllPub,Inside,1,Mitchel,Artery,Norm,1Fam,1Story,5,4,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,3,6,0.0,6,0.0,988.0,988.0,GasA,0,1,FuseA,988,0,0,988,0.0,0.0,1,0,2,1,3,4,6,0,3,Attchd,2,2.0,520.0,5,0,0,0,0,0,0,3,4,None,0,2,WD,Normal,113000.0,66,66,66.0,1976.0
RL,80.0,9200,1,1,3,Lvl,AllPub,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,8,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,2,4,PConc,2,4,3,2,986.0,6,0.0,484.0,1470.0,GasA,2,1,SBrkr,1470,1160,0,2630,1.0,0.0,2,1,4,1,2,8,6,1,5,Attchd,0,3.0,696.0,5,2,0,66,0,0,0,3,4,None,0,2,WD,Normal,315000.0,22,22,22.0,4100.0
RL,72.0,9000,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,3,4,CBlock,2,4,3,3,616.0,6,0.0,580.0,1196.0,GasA,2,1,FuseA,1196,0,0,1196,1.0,0.0,1,0,2,1,3,6,6,1,2,Attchd,2,1.0,297.0,5,2,0,44,0,0,0,3,4,None,0,2,WD,Normal,139000.0,64,64,64.0,2392.0
RM,60.0,3378,1,0,3,HLS,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,CBlock,4,4,3,6,0.0,6,0.0,651.0,651.0,GasA,2,1,SBrkr,707,682,0,1389,0.0,0.0,1,1,3,1,3,6,6,2,2,Detchd,3,1.0,240.0,5,1,0,0,126,0,0,3,4,None,0,3,WD,Normal,135000.0,74,28,73.0,2040.0
RL,71.446,12800,1,1,3,Low,AllPub,Inside,1,SawyerW,Norm,Norm,1Fam,SLvl,7,4,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,2,4,PConc,2,4,1,2,1518.0,6,0.0,0.0,1518.0,GasA,2,1,SBrkr,1644,0,0,1644,1.0,1.0,2,0,2,1,2,5,6,1,5,Attchd,0,2.0,569.0,5,2,80,0,0,0,396,3,4,None,0,3,WD,Normal,275000.0,31,31,31.0,3162.0
RL,77.0,8593,1,1,0,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,5,288.0,6,0.0,619.0,907.0,GasA,0,1,SBrkr,907,0,0,907,0.0,0.0,1,0,3,1,3,5,6,0,3,Detchd,3,1.0,352.0,5,2,0,0,0,0,0,3,4,None,0,2,WD,Normal,109008.0,63,63,56.0,1814.0
RL,64.0,6762,1,1,3,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,2,4,PConc,2,4,3,2,664.0,6,0.0,544.0,1208.0,GasA,0,1,SBrkr,1208,0,0,1208,1.0,0.0,2,0,2,1,2,6,6,0,3,Attchd,2,2.0,628.0,5,2,105,54,0,0,0,3,4,None,0,1,New,Partial,195400.0,13,13,13.0,2416.0
RL,130.0,11457,1,1,0,Lvl,AllPub,Corner,0,Timber,Norm,Norm,1Fam,1Story,6,4,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,2,4,2,2,1005.0,6,0.0,387.0,1392.0,GasA,4,1,SBrkr,1412,0,0,1412,1.0,0.0,2,0,3,1,2,6,6,1,5,Attchd,3,2.0,576.0,5,2,0,0,169,0,0,3,4,None,0,3,WD,Normal,175000.0,32,32,32.0,2804.0
RM,21.0,1680,1,1,3,Lvl,AllPub,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,4,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,3,4,CBlock,4,4,3,0,387.0,6,0.0,96.0,483.0,GasA,4,1,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,3,4,6,0,3,Detchd,3,1.0,264.0,5,2,0,0,0,0,0,3,4,None,0,2,COD,Abnorml,85400.0,49,49,49.0,1470.0
